VARIABLES =        it  Vd(1)  Vd(2)  Vd(3)  Vd(4)    fob  AF_ot fob_ot
                1661    61      58    60     1    64.3445       282    5.38965    
                1662    30       2    60    61    69.9887       282    5.38965    
                1663    58      25    60    61    14.1575       282    5.38965    
                1664    12      18    60    61    56.5246       282    5.38965    
                1665    59      61    60    60    8.13384       282    5.38965    
                1666    52      60    60    20    24.1794       282    5.38965    
                1667    29      58    59    61    18.1601       282    5.38965    
                1668    61      60     8    59    56.5595       282    5.38965    
                1669    61      60     6    58    68.8719       282    5.38965    
                1670    61      61    11    61    48.8601       282    5.38965    
                1671    15      19    60    61    42.7245       282    5.38965    
                1672    23      60    10    61    54.1947       282    5.38965    
                1673    38      60     7    61    66.6061       282    5.38965    
                1674    61      60    59    39    9.61722       282    5.38965    
                1675    61      29    60     5    63.3298       282    5.38965    
                1676    58      60    60    52    10.1372       282    5.38965    
                1677    61      60    59    53    8.35491       282    5.38965    
                1678    59      60    60    18    26.2450       282    5.38965    
                1679    61      60    46    59    11.8334       282    5.38965    
                1680    45      60    57    59    10.5531       282    5.38965    
                1681    61      60    56    58    7.14382       282    5.38965    
                1682     7      60    57    61    50.3947       282    5.38965    
                1683    61       2    58    29    72.4847       282    5.38965    
                1684    59      60    60     7    45.6200       282    5.38965    
                1685    61      19    60    58    24.8258       282    5.38965    
                1686    61      61    60    36    12.9722       282    5.38965    
                1687    60      60    12    61    45.2997       282    5.38965    
                1688    61      49    60    58    8.78898       282    5.38965    
                1689    28      59    60    61    19.3472       282    5.38965    
                1690    61      14    60    60    27.5235       282    5.38965    
                1691    36      60    60    31    19.2367       282    5.38965    
                1692     4      59    60    61    52.6168       282    5.38965    
                1693    60      60    51    58    8.14379       282    5.38965    
                1694    61      61    60    39    10.4183       282    5.38965    
                1695    60      40    53    61    11.0975       282    5.38965    
                1696    61      57    60    16    22.3787       282    5.38965    
                1697    58      60     5    61    74.9509       282    5.38965    
                1698    41      60    61    61    12.3909       282    5.38965    
                1699    60      60    60    21    18.4441       282    5.38965    
                1700    61      58    59    58    8.14271       282    5.38965    
                1701    24      60    60    59    15.8175       282    5.38965    
                1702    44      60    60    59    9.58350       282    5.38965    
                1703    54      61    60    60    9.13651       282    5.38965    
                1704    34      60    57    61    17.4804       282    5.38965    
                1705    25      60    57    61    15.2839       282    5.38965    
                1706    60      60    20    61    27.1031       282    5.38965    
                1707    61      60    13    58    41.1518       282    5.38965    
                1708    61      57    61    58    9.31702       282    5.38965    
                1709    61      36    61    61    12.8441       282    5.38965    
                1710    60      33    60    58    11.8599       282    5.38965    
                1711    20      61    26    58    31.9057       282    5.38965    
                1712    59      60    60    16    22.0178       282    5.38965    
                1713    14      61    60    61    27.8679       282    5.38965    
                1714    58      60    60    15    24.1987       282    5.38965    
                1715    58      60     4    59    68.5805       282    5.38965    
                1716    44      59    60    61    9.17246       282    5.38965    
                1717    58      20    57    34    33.5136       282    5.38965    
                1718    60      15    60    61    23.9170       282    5.38965    
                1719    48      60    60    16    24.4435       282    5.38965    
                1720    53      58    57    61    10.6404       282    5.38965    
                1721    24      58    31    21    37.9963       282    5.38965    
                1722    61      13    57    61    32.4825       282    5.38965    
                1723    61      57    12    61    46.1225       282    5.38965    
                1724    61      58    31    61    15.8525       282    5.38965    
                1725    61      60    15    59    30.8377       282    5.38965    
                1726    58      60    60    39    10.4014       282    5.38965    
                1727    61      57    58    22    19.1743       282    5.38965    
                1728    60      60    20    14    47.9547       282    5.38965    
                1729    27      60    57    61    22.8100       282    5.38965    
                1730     1      61    60    46    73.1199       282    5.38965    
                1731    18      60    60    58    28.5644       282    5.38965    
                1732    61      60    43     5    57.7603       282    5.38965    
                1733    61      21    22    61    33.9929       282    5.38965    
                1734    61      21    61    61    19.6459       282    5.38965    
                1735    61      59    57    58    8.87820       282    5.38965    
                1736    61      38    58    61    10.9067       282    5.38965    
                1737    10      60    57    58    37.6415       282    5.38965    
                1738    50      60    60    60    7.80385       282    5.38965    
                1739    53      60    60    58    9.24864       282    5.38965    
                1740    21      60    59    61    19.8320       282    5.38965    
                1741    61      60    17    17    38.8448       282    5.38965    
                1742    61      35    61    56    15.3352       282    5.38965    
                1743    14      60    59    60    29.3782       282    5.38965    
                1744    58      55    59    61    8.33202       282    5.38965    
                1745     5      60    60    60    58.0991       282    5.38965    
                1746    60      60     8    60    56.6210       282    5.38965    
                1747    29      60    59    61    17.2802       282    5.38965    
                1748    28      60    61    61    19.9923       282    5.38965    
                1749    43      61    60    61    10.7046       282    5.38965    
                1750    47      60    60    59    10.2941       282    5.38965    
                1751     2      60     2    61    139.298       282    5.38965    
                1752    31      60    61    60    14.7914       282    5.38965    
                1753    12      37    60    61    41.0182       282    5.38965    
                1754    30      14    61    61    37.2227       282    5.38965    
                1755    23      60    60    60    16.8190       282    5.38965    
                1756    58      58    55    61    8.94561       282    5.38965    
                1757    32      60    60    46    16.2512       282    5.38965    
                1758    51      60    60    59    7.49365       282    5.38965    
                1759    43      43    60    61    13.1354       282    5.38965    
                1760    61      61    60    16    22.4836       282    5.38965    
                1761    61      59    60    12    33.4980       282    5.38965    
                1762    61      21    60    60    18.7251       282    5.38965    
                1763    61      61    42    61    12.5063       282    5.38965    
                1764    61      35    58    58    15.6663       282    5.38965    
                1765    33      60    28    61    27.9119       282    5.38965    
                1766    60      61    61    60    8.36439       282    5.38965    
                1767    61      59    60     7    45.1230       282    5.38965    
                1768    61      60    59    12    33.6598       282    5.38965    
                1769    60      60    61    52    10.5746       282    5.38965    
                1770    61      60    19    60    30.5880       282    5.38965    
                1771    61      60    57    52    10.5222       282    5.38965    
                1772    61      60    56    59    6.73577       282    5.38965    
                1773    61      60    57     3    54.9672       282    5.38965    
                1774    60      49    60    60    8.44241       282    5.38965    
                1775    61      60    57    25    14.5440       282    5.38965    
                1776    61      41    60    59    11.3449       282    5.38965    
                1777    61      29    59    61    16.4309       282    5.38965    
                1778    61      38    60    58    10.9730       282    5.38965    
                1779    59      60    60     3    54.1333       282    5.38965    
                1780    59      10    60    58    35.3474       282    5.38965    
                1781    58      60    60    36    12.9554       282    5.38965    
                1782    61      51    58    61    7.32802       282    5.38965    
                1783    61      39    43    58    14.9007       282    5.38965    
                1784    60      61    19    61    31.3167       282    5.38965    
                1785    61      38    30    61    20.8638       282    5.38965    
                1786    11      59    60    58    40.9618       282    5.38965    
                1787    59      61    57    58    10.6753       282    5.38965    
                1788    12      45    60    59    38.6618       282    5.38965    
                1789    61      60    59    35    13.7858       282    5.38965    
                1790    61      25    61    61    14.1234       282    5.38965    
                1791    61      60    59    42    10.5273       282    5.38965    
                1792    44      60    60    58    9.99155       282    5.38965    
                1793    61      60    48    58    10.4558       282    5.38965    
                1794    61      60    53    60    8.60756       282    5.38965    
                1795    58      44    61    61    10.8696       282    5.38965    
                1796    61       6    59    61    51.6557       282    5.38965    
                1797    58      60    38    58    13.9312       282    5.38965    
                1798    51      60    60    19    24.1708       282    5.38965    
                1799    61      59    60    33    10.7177       282    5.38965    
                1800    27      60    61    58    23.3490       282    5.38965    
                1801    58      60    30    59    18.7950       282    5.38965    
                1802    26      60    60    59    12.8782       282    5.38965    
                1803    61       4    61    61    51.4707       282    5.38965    
                1804    50      60    60    59    8.22364       282    5.38965    
                1805    60      36    30    59    23.9806       282    5.38965    
                1806    61      61    18    61    34.2438       282    5.38965    
                1807    58      60    33    61    13.2186       282    5.38965    
                1808    61      60     9    60    49.7624       282    5.38965    
                1809    61      57     3    32    81.2562       282    5.38965    
                1810    58      59    60    12    34.8902       282    5.38965    
                1811    61      59    58    56    7.80974       282    5.38965    
                1812    61      49    61    61    8.88168       282    5.38965    
                1813    59      60    38    60    12.6544       282    5.38965    
                1814    61      30    59    61    14.1845       282    5.38965    
                1815    61      58    60    29    16.5236       282    5.38965    
                1816    61      61    49    59    10.4594       282    5.38965    
                1817    37      57    60    61    12.5499       282    5.38965    
                1818    46      59    60    61    10.5614       282    5.38965    
                1819    61      60     2    58    82.4768       282    5.38965    
                1820    17      57    60     6    65.4110       282    5.38965    
                1821    37      60    13    61    45.7427       282    5.38965    
                1822    61      60    47    57    11.7478       282    5.38965    
                1823    61      60    61    17    20.6712       282    5.38965    
                1824    59      60     8    60    57.0829       282    5.38965    
                1825    61      60    30    59    17.4029       282    5.38965    
                1826    14      60    60    60    28.7702       282    5.38965    
                1827    61      56    10    61    43.5616       282    5.38965    
                1828    60      61    58    59    9.27619       282    5.38965    
                1829    61      40    26    61    15.9307       282    5.38965    
                1830     4      61    60    61    51.7058       282    5.38965    
                1831    61      37    60    59    11.4385       282    5.38965    
                1832    31      58    59    61    14.6393       282    5.38965    
                1833    61      57    60    10    33.2405       282    5.38965    
                1834    58      60    48    61    10.5827       282    5.38965    
                1835    61      61    32    61    14.5118       282    5.38965    
                1836    60      60    60    56    6.64593       282    5.38965    
                1837    38      60    21    61    27.9172       282    5.38965    
                1838    58      60    57    28    20.8386       282    5.38965    
                1839    59      60    45    58    10.2935       282    5.38965    
                1840    59      38    60    60    11.0883       282    5.38965    
                1841    61      57    10    61    44.5070       282    5.38965    
                1842    59      59    57    60    8.99354       282    5.38965    
                1843    58      60    16    58    30.1295       282    5.38965    
                1844    61      59    60    32    11.8039       282    5.38965    
                1845    60      61    60    12    34.9238       282    5.38965    
                1846    12      60    57    61    37.6037       282    5.38965    
                1847    58      23     2    61    92.7562       282    5.38965    
                1848    61      61    13    58    41.7208       282    5.38965    
                1849    59      19    61    61    25.8429       282    5.38965    
                1850    59      60    21    58    25.1739       282    5.38965    
                1851    11      60    57    61    41.0275       282    5.38965    
                1852    58      16    60    61    22.9871       282    5.38965    
                1853    61      60    61    48    9.80951       282    5.38965    
                1854    61      61     5    46    77.3887       282    5.38965    
                1855    61      61    61    13    31.7368       282    5.38965    
                1856    61      37    60    60    11.0187       282    5.38965    
                1857    61       4    60    60    50.5491       282    5.38965    
                1858    61      29    60    59    16.6801       282    5.38965    
                1859    61      59    60    13    30.0927       282    5.38965    
                1860    37      60    60    61    11.2458       282    5.38965    
                1861    61      60    32    60    13.8369       282    5.38965    
                1862    61      60    26    60    13.9220       282    5.38965    
                1863    61      46    58    58    11.9535       282    5.38965    
                1864     8      12    59    61    73.6383       282    5.38965    
                1865    59      57    31    61    17.2199       282    5.38965    
                1866    59      36    26    61    20.5242       282    5.38965    
                1867    61      60    45    60    8.52253       282    5.38965    
                1868    61      58    15    59    31.7176       282    5.38965    
                1869    61      60    57     2    59.9577       282    5.38965    
                1870    61      44    60    58    9.41298       282    5.38965    
                1871    60      57    61    59    9.38047       282    5.38965    
                1872    60      58    61    58    9.36421       282    5.38965    
                1873    54      60    22    61    23.1136       282    5.38965    
                1874    11      60    57    12    68.6897       282    5.38965    
                1875    59      60    60    21    18.9060       282    5.38965    
                1876    58      29    60    61    17.2151       282    5.38965    
                1877    45      61    58    24    19.0289       282    5.38965    
                1878    58      54    61    61    9.59661       282    5.38965    
                1879    58      16    60    40    25.7260       282    5.38965    
                1880    61      61    58    51    9.09011       282    5.38965    
                1881    61      52    60    59    9.34813       282    5.38965    
                1882    61       5    60    59    56.2729       282    5.38965    
                1883    61      56    58    61    6.94738       282    5.38965    
                1884    61      12    57    58    37.3669       282    5.38965    
                1885    61      53    58    59    9.48626       282    5.38965    
                1886     6      61    60    61    52.6748       282    5.38965    
                1887    61      61    36    59    15.6556       282    5.38965    
                1888    61      58     2    61    82.0914       282    5.38965    
                1889    61      60    11    59    50.1822       282    5.38965    
                1890    60      60    43    61    10.7347       282    5.38965    
                1891    59      60    43    58    12.4618       282    5.38965    
                1892    61       5    60    41    60.6499       282    5.38965    
                1893    61      42    60    59    10.5961       282    5.38965    
                1894    61      52    61    61    9.84889       282    5.38965    
                1895     7      60    61    61    49.1894       282    5.38965    
                1896    58      60    60    30    14.9222       282    5.38965    
                1897    61      57     5    61    74.8629       282    5.38965    
                1898    61      52    19    61    33.2519       282    5.38965    
                1899    61      61    60    19    24.3330       282    5.38965    
                1900    12      61    60     8    70.5390       282    5.38965    
                1901    44      60    60     8    43.9036       282    5.38965    
                1902    51      60    60    60    7.07386       282    5.38965    
                1903    58      60     2    61    82.6037       282    5.38965    
                1904    61      61    21    61    23.7582       282    5.38965    
                1905    61      58    39    61    10.8782       282    5.38965    
                1906    61      61    28    59    24.2004       282    5.38965    
                1907     9      36    60    61    45.3469       282    5.38965    
                1908    58      61    12    61    45.7457       282    5.38965    
                1909    60      57     2    61    82.9970       282    5.38965    
                1910     4      60    60    51    53.3038       282    5.38965    
                1911    61      60    49    19    25.8321       282    5.38965    
                1912    49      12    61    61    38.3193       282    5.38965    
                1913    61      46    60    58    10.7546       282    5.38965    
                1914    59       7    57    61    49.4001       282    5.38965    
                1915    59      60    59    58    8.20604       282    5.38965    
                1916    58      61    60     7    47.4029       282    5.38965    
                1917    59      60    60    57    7.99732       282    5.38965    
                1918    61      59    59    58    7.70903       282    5.38965    
                1919    39      57    60    61    10.6765       282    5.38965    
                1920    61      25    36    60    21.5102       282    5.38965    
                1921    61       5    59    61    56.0237       282    5.38965    
                1922    61      61    60    47    10.4770       282    5.38965    
                1923    61       4    58    60    51.7481       282    5.38965    
                1924    61      60    59    55    7.32158       282    5.38965    
                1925    40      60    60    60    8.84070       282    5.38965    
                1926    61      59    61    34    16.5672       282    5.38965    
                1927    59      27    60    61    20.9781       282    5.38965    
                1928    61      51    51    61    7.13670       282    5.38965    
                1929    17      57    61    58    24.3362       282    5.38965    
                1930    58       8    60    61    43.7039       282    5.38965    
                1931    59      33    60    61    11.0565       282    5.38965    
                1932    59      21    60     9    50.0048       282    5.38965    
                1933    19      61    60    61    25.2704       282    5.38965    
                1934    37      60    60    50    13.0423       282    5.38965    
                1935    13      60    60    60    32.5171       282    5.38965    
                1936     1      60    60    42    73.8196       282    5.38965    
                1937    59      12    58    59    37.3238       282    5.38965    
                1938     2      61    58    61    64.2099       282    5.38965    
                1939    10      60     9    61    78.5345       282    5.38965    
                1940    61      60    23    22    30.5057       282    5.38965    
                1941    59      13    60    61    31.6485       282    5.38965    
                1942    61      59    57    60    8.05036       282    5.38965    
                1943    59      26    60    61    12.2733       282    5.38965    
                1944    10      26    57    60    42.7541       282    5.38965    
                1945    61      61    54    61    8.75133       282    5.38965    
                1946    61      47    61    61    10.1921       282    5.38965    
                1947    58      43    60    59    11.2083       282    5.38965    
                1948    10      60    60    47    38.2774       282    5.38965    
                1949     1      60    60    27    83.5071       282    5.38965    
                1950    59      61    60    58    8.96164       282    5.38965    
                1951    46      61    60    59    12.0725       282    5.38965    
                1952    32      61    60    61    12.9307       282    5.38965    
                1953    32      60    61    59    14.0396       282    5.38965    
                1954    58      60    60     8    41.9591       282    5.38965    
                1955    61      61     4    61    65.8663       282    5.38965    
                1956    11      60    61    60    40.4134       282    5.38965    
                1957    58      57    60    44    11.1184       282    5.38965    
                1958    61       4    59    61    50.7197       282    5.38965    
                1959    61      60    57    41    12.4010       282    5.38965    
                1960    59      57    61    61    8.97579       282    5.38965    
                1961    60      21    60    61    18.7690       282    5.38965    
                1962    38      60    57    61    12.1185       282    5.38965    
                1963    59      59    60    31    13.8332       282    5.38965    
                1964    20      60    58    60    23.6382       282    5.38965    
                1965    61      55    60    45    8.63047       282    5.38965    
                1966    45      61    60    61    9.17354       282    5.38965    
                1967    60      60    36    61    14.1784       282    5.38965    
                1968    59      60    47    22    22.3080       282    5.38965    
                1969    59       6    60    61    51.9909       282    5.38965    
                1970    61       9    58    61    38.8307       282    5.38965    
                1971    61       2    60    59    61.8889       282    5.38965    
                1972    60      53    60    61    7.91141       282    5.38965    
                1973    60      60    60    18    25.7831       282    5.38965    
                1974    54      60    60    60    7.84584       282    5.38965    
                1975    61      18    60    58    27.3530       282    5.38965    
                1976    61      40    60    60    8.27314       282    5.38965    
                1977    22      60    60    60    18.2402       282    5.38965    
                1978    61      58    60     2    59.0604       282    5.38965    
                1979    60      60    60     5    53.3778       282    5.38965    
                1980    59       8    60    60    43.6923       282    5.38965    
                1981    59      60    47    61    11.0265       282    5.38965    
                1982    59      60    61    29    17.9257       282    5.38965    
                1983    48      57    57    61    11.8399       282    5.38965    
                1984    17      60    60    59    21.5670       282    5.38965    
                1985    61      46    60    56    10.2643       282    5.38965    
                1986    60      41    59    61    11.5770       282    5.38965    
                1987    53      60    58    61    9.18232       282    5.38965    
                1988    60      60    59    58    7.74414       282    5.38965    
                1989    58      60    32    61    14.7917       282    5.38965    
                1990    61      55    61    61    7.68986       282    5.38965    
                1991    61      59    21    61    23.4117       282    5.38965    
                1992    61      60    16    58    28.7374       282    5.38965    
                1993    29      60    60    35    24.4604       282    5.38965    
                1994    51      18    60    61    27.3345       282    5.38965    
                1995    20      60    61    61    23.0346       282    5.38965    
                1996    61      20    61    61    22.3292       282    5.38965    
                1997    61      60    61    21    19.3209       282    5.38965    
                1998    58      34    60    61    16.2791       282    5.38965    
                1999    14      30    60    61    36.5197       282    5.38965    
                2000    13      23    61    61    43.0818       282    5.38965    
